70016.99163,127,208,126,208,125,208
70016.99163,127,209,126,208,125,209
70016.99163,127,208,126,209,125,208
70016.99163,127,209,126,208,124,208
70017.19714,127,208,126,208,125,209
70017.19714,127,209,126,209,124,208
70017.19714,127,208,126,208,124,209
70017.19714,126,208,125,208,124,208
70017.19714,126,209,125,209,124,208
70017.23205,126,208,125,208,124,209
70017.23205,126,208,125,209,124,208
70017.23205,126,209,125,208,124,209
70017.23205,126,208,125,208,124,208
70017.23205,126,208,125,209,124,208
70017.23205,126,208,125,208,124,208
70017.23514,126,209,125,208,124,209
70017.23514,126,208,125,209,124,208
70017.23514,126,209,125,208,124,208
70017.23514,126,208,125,208,124,209
70017.23514,126,209,125,209,124,208
70017.24015,127,208,126,208,124,209
70017.24015,126,208,125,208,124,208
70017.24015,127,208,126,209,124,208
70017.24015,127,209,125,208,124,209
70017.24015,127,209,126,209,124,208
70017.26454,127,208,126,208,124,208
70017.26454,127,208,126,208,124,209
70017.26454,127,208,126,209,124,209
70017.26454,127,209,126,208,125,207
70017.26454,127,208,126,208,124,209
70017.26454,127,208,126,209,125,208
70017.26833,127,209,126,210,124,210
70017.26833,127,209,126,206,125,207
70017.26833,127,208,126,209,124,208
70017.26833,127,208,126,208,125,209
70017.26833,127,210,126,210,124,209
70017.26926,127,209,126,207,125,207
70017.26926,127,206,126,208,124,209
70017.26926,127,208,126,209,125,208
70017.26926,127,209,126,208,124,208
70017.26926,127,209,126,208,125,209
70017.27002,127,207,126,209,124,208
70017.27002,127,209,126,208,125,208
70017.27002,127,208,126,208,125,210
70017.27002,127,209,126,209,125,207
70017.27002,127,208,126,208,124,209
70017.27002,127,208,126,208,125,208
70017.27078,127,209,126,210,125,209
70017.27078,127,208,126,207,125,208
70017.27078,127,208,126,209,124,208
70017.27078,127,208,126,208,125,208
70017.27078,127,211,126,210,125,210
70017.27153,127,207,126,207,125,207
70017.27153,127,208,126,208,124,208
70017.27153,127,208,126,208,125,209
70017.27153,127,209,126,209,124,209
70017.27153,127,208,126,208,125,208
70017.27226,127,208,126,208,124,208
70017.27226,127,208,126,209,125,208
70017.27226,127,209,126,208,125,210
70017.27226,127,209,126,208,125,207
70017.27226,127,208,126,209,124,208
70017.27226,127,208,126,208,125,209
70017.27294,127,208,126,210,125,209
70017.27294,127,209,126,207,125,207
70017.27294,127,208,126,208,124,209
70017.27294,127,208,126,209,124,208
70017.27294,126,210,125,209,124,210
70017.27361,126,208,126,207,124,207
70017.27361,126,208,125,209,124,208
70017.27361,126,208,125,208,124,209
70017.27361,126,208,125,208,124,208
70017.27361,126,208,125,209,124,208
70017.2744,126,209,125,208,124,209
70017.2744,126,208,125,209,124,208
70017.2744,126,209,125,208,124,208
70017.2744,126,208,125,208,124,209
70017.2744,126,208,125,209,124,208
70017.2744,126,209,125,208,124,208
70017.27547,126,208,125,210,124,210
70017.27547,126,209,125,207,124,207
70017.27547,126,208,125,208,124,208
70017.27547,126,208,125,208,124,209
70017.27547,126,210,125,210,124,209
70017.27639,126,207,125,207,124,208
70017.27639,126,208,125,208,124,208
70017.27639,126,208,126,209,124,208
70017.27639,127,209,126,208,124,209
70017.27639,127,208,126,209,124,208
70017.277,127,209,126,208,124,208
70017.277,127,208,126,208,124,209
70017.277,127,209,126,209,124,208
70017.277,127,208,126,208,125,208
70017.277,127,208,126,208,124,209
70017.277,127,209,126,209,124,208
70017.27776,127,208,126,208,124,209
70017.27776,127,208,126,208,124,208
70017.27776,126,209,126,209,124,209
70017.27776,127,209,126,208,124,208
70017.27776,127,208,125,209,124,208
70017.27861,127,207,126,208,124,208
70017.27861,126,209,125,208,124,209
70017.27861,127,208,126,209,124,208
70017.27861,126,209,125,208,124,208
70017.27861,127,208,126,208,124,209
70017.27923,127,208,126,209,124,208
70017.27923,127,209,126,208,125,208
70017.27923,127,208,126,208,124,209
70017.27923,127,208,126,209,125,208
70017.27923,127,209,126,208,124,209
70017.27923,127,209,126,208,125,208
70017.27991,127,208,126,209,124,208
70017.27991,127,208,126,208,125,209
70017.27991,127,208,126,209,125,209
70017.27991,127,209,126,208,125,207
70017.27991,127,208,126,208,124,209
70017.28052,127,208,126,209,125,208
70017.28052,127,209,126,209,125,210
70017.28052,127,209,126,207,125,207
70017.28052,127,208,126,209,124,208
70017.28052,127,208,126,208,125,208
70017.28112,127,208,126,208,124,209
70017.28112,127,208,126,209,125,208
70017.28112,127,209,126,208,124,209
70017.28112,127,208,126,208,125,208
70017.28112,127,209,126,209,124,208
70017.28112,127,209,126,208,125,209
70017.28198,127,207,126,209,124,208
70017.28198,127,208,126,208,125,208
70017.28198,127,209,126,208,125,210
70017.28198,127,209,126,209,125,207
70017.28198,127,208,126,208,124,208
70017.28269,127,208,126,208,125,209
70017.28269,127,209,126,210,125,209
70017.28269,127,208,126,207,125,208
70017.28269,127,208,126,208,124,208
70017.28269,127,208,126,209,125,208
70017.28352,127,211,126,210,125,210
70017.28352,127,207,126,207,125,207
70017.28352,127,208,126,208,124,208
70017.28352,127,208,126,208,125,209
70017.28352,127,209,126,209,125,209
70017.28352,127,208,126,208,125,207
70017.28414,127,208,126,208,124,209
70017.28414,127,208,126,209,125,208
70017.28414,127,209,126,208,125,210
70017.28414,127,209,126,208,125,207
70017.28414,127,208,126,209,124,208
70017.2847,127,208,126,208,125,209
70017.2847,127,208,126,210,125,209
70017.2847,127,209,126,207,125,207
70017.2847,127,208,126,208,124,209
70017.2847,127,208,126,209,125,208
